url,id,title,released_year,runtime,genre,rate,description,directed_by,cast,votes
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_677,From the Ends of the Earth,1939,,"Documentary, Short",3.2,"An MGM short showing how materials are shipped by boat 'From the Ends of the Earth' to Hollywood. Featuring footage from the MGM films being made at the time. Such as The Women, Thunder ...                 »",Lew Ayres,"Lionel Barrymore,Wallace Beery,Ina Claire,",92
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_678,Dream House,1932,19 min,"Comedy, Musical, Short",7.4,,Del Lord,"Bing Crosby,Ann Christy,Kathrin Clare Ward,Eddie Phillips",43
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_679,Perfect Ending,1944,,Drama,,"A drama set in a Hollywood apartment, involving a female playwright and her efforts to get a scenario finished as well as the triangle situation in which she was involved.",Fran Harris,"Dorothy Jacobson,Elmira Roessler,Ruth Shames,",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_680,The Joe Spinell Story,2001,49 min,Documentary,7.5,The life and career of Joe Spinell. A great man. A great actor. Friend and all!,David Gregory,"Joe Cirillo,Tony Conforti,Kate Forster,Robert Forster",109
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_681,Hollywood contra Franco,2008,92 min,"Documentary, Biography, History",8.2,"The Spanish Civil War made a great impression on the lives of most of the American artists of the 20th Century. Lots of films were made in Hollywood referring to this event, and the defeat ...                 »",Oriol Porta,"Lluís Soler,Brendan Price,Alvah Bessie,Moe Fishman",24
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_682,Becoming Attractions: The Trailers of Humphrey Bogart,2000,45 min,Documentary,6.4,"Robert Osbourne hosts this television special, in which many trailers for Humphrey Bogart's films are presented here to show how he established himself in Hollywood. Trailers featured are ...                 »",Tony Barbon,"Robert Osborne,Humphrey Bogart",82
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_683,Picture Parade,1956,,Documentary,2.9,,Robert Robinson,"Peter Haigh,Bob Hope,Bing Crosby,",49
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_684,Hollywood's Leading Ladies with David Sheehan,1993,,Documentary,,,Rob Katz,"David Sheehan,Janet Jackson,Michelle Pfeiffer,Julia Roberts",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_685,Last Angeles,2013,52 min,"Documentary, Biography, Comedy",,"Sergio, a sixty-years old man who lives between a little Italian medieval village and L.A. dreams the Green card and dreams to live in California. between hope and desperation, he remember ...                 »",Grande Carlo,"Gigi Meroni,Giacomo G. Ghiazza,Bruno Sergio,",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_686,Dot Goes to Hollywood,1987,73 min,"Animation, Adventure, Comedy",5,Eight entry in the series of animated films about a little Australian girl called Dot and her animal friends. Dot competes to become a film star in 1930s Hollywood in order to pay for the operation that could save her sick koala friend.,Yoram Gross,"Barbara Frawley,Ross Higgins,Robyn Moore,Keith Scott",31
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_687,Jay's Movie Is a Piece of Shit,2010,84 min,Comedy,4.6,A rogue filmmaker is sick of Hollywood and sets out to prove that he can go it alone. Anything is possible when you have dedication...right?,Mark Bennett,"Mark Bennett,Rick Currie,Debra DiGiovanni,Sara el Sonbati",16
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_688,Popcultured,2005,30 min,"Comedy, Reality-TV",1,Show host Elvira Kurt and her cronies embark on a journey of suck the likes of which the world has never seen.,Laurie Elliott,"Elvira Kurt,Levi MacDougall,Ellen McKinney,",341
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_689,Rover's Big Chance,1942,11 min,"Comedy, Family, Short",6.3,"The car carrying a casting director for Mammoth Picture Studios has a flat tire next to a baseball field where the Our Gang are playing. Bill Patterson, the movie director notices Rover, ...                 »",Herbert Glazer,"Robert Blake,Janet Burston,Billy 'Froggy' Laughlin,George 'Spanky' McFarland",27
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_690,Shirtless: Hollywood's Sexiest Men,2002,46 min,Documentary,3.4,"This documentary, shown on the American Movie Classics (AMC) cable channel, is a survey of Hollywood's leading men from silent film star 'Rudolph Valentino' to today's young stars, such as ...                 »",Elizabeth Meeker,"Sela Ward,Casper Van Dien,Jennifer Aniston,Warren Beatty",218
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_691,The Making of 'The China Syndrome',1979,,Documentary,6,Documentary of the making of this film about a nuclear plant accident.,William Riead,"Scott Brady,James Bridges,Wilford Brimley,Peter Donat",13
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_692,Hollywood Heartbeat,1980,30 min,Music,,"Hosted by former Fleetwood Mac band member Bob Welch, each show takes audiences to Hollywood's most ""in"" nightclubs and hot spots for today's phenomenal new Rock music.",Bob Welch,,0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_693,City Beat Live: Hollywood Entertainment News,2014,,News,,,Dawna Lee Heising,"Tricia Nangkal,Jack E. Curenton,Gregory Blair,",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_694,Breaking & Entering,2013,22 min,Comedy,,Three friends seek to enter Hollywood by breaking their backs working as assistants.,John P. Harden,"Beau Crawford,Chuck Loring,Aaron Pont,",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_695,Korean Report: Young Man Kang Goes to Hollywood,2004,50 min,Documentary,7.8,,Moo Jung Kim,"Young Man Kang,Jourdan Lee,Tim Colceri,Kaycee",22
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_696,Swackers,,,Comedy,,"Two college dropouts, Fran and Rolo, with no aspirations in life, have been friends since childhood and work at the same place together -- a liquor store... Rolo constantly talks about ""...                 »",Noel Gugliemi,"Big Boy,David Kano,Price Crown,",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_697,Auteur,2006,26 min,"Short, Comedy",8.2,"""AUTEUR"" is a satirical comedy/character study that follows an ambitious video pirate from delusions of grandeur to a well-deserved fall from grace. ERIC PELHAM, our protagonist/anti-hero, ...                 »",Kevin Abrams,"Beau Clark,Victoria Profeta,Granville Van Dusen,Lee Schall",58
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_698,The Reel Britain,2014,33 min,"Documentary, Short, History",,British film industry professionals discuss British indigenous cinema and the relationship between Hollywood and the UK film industry.,Seraphina Gonzalez,"Jon S. Baird,Moira Buffini,Sandy Foster,Tony Garnett",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_699,Color Me Olsen,2007,18 min,"Short, Comedy",6.6,Bright-eyed 18-year-old identical twin brothers come to Hollywood with the age-old dream of becoming stars. When they see the performers in front of the world-famous Grauman's Chinese ...                 »,Darren Stein,"Jessica Amento,Ken Barnett,Kevin Berntson,Clint Catalyst",67
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_700,Lillian Gish,1983,58 min,"Documentary, Biography",8.1,,Jeanne Moreau,"Lillian Gish,Jeanne Moreau",16
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_701,Sailor's Holiday,1944,60 min,Comedy,7,,William Berke,"Arthur Lake,Jane Lawrence,Bob Haymes,Shelley Winters",5
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_702,Alter Ego,2007,11 min,Short,5.9,"In a world without hope. On a boulevard of broken dreams. Four heroes will rise to seize their destiny. In the high stakes world of Hollywood Boulevard Costumed Impersonation, being the ...                 »",Jeremy Aldridge,"Jason Cahill,Deanna Cheng,Siena Ciancia,Curt Collier",9
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_703,Star Power: The Creation of United Artists,1998,55 min,"Documentary, Biography",6.5,"The careers of D.W. Griffith, Mary Pickford, Douglas Fairbanks, and Charlie Chaplin are chronicled culminating in the formation of United Artists and 1919.",Hugh Munro Neely,"Roddy McDowall,Marc Wanamaker,Christopher Sanders,Joy Noe",13
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_704,"Kirk Douglas, the Untameable",2017,52 min,Documentary,,"To make a film about, and with, Kirk Douglas is to travel through the 20th century and, in doing so, revisit practically the entire history of Hollywood. That is a testament to the scope of this life, and the scale of the myth.",Hubert Attal,,0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_705,Talent Scout,1937,62 min,"Drama, Musical, Romance",5.4,A Hollywood playboy helps a small-town girl achieve stardom.,William Clemens,"Donald Woods,Jeanne Madden,Fred Lawrence,Rosalind Marquis",46
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_706,March of the Movies,1933,55 min,History,7.4,"A two-reel short from Alliance (produced in England and not the USA as some sources indicate)covering the history of ""moving pictures"" from 1848 to the (then) present, and even going into ...                 »",J. Stuart Blackton,"Kent Stevenson,Marian Constance Blackton,Violet Virginia Blackton,Marjorie Bonner",22
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_707,Soap Girl,2002,90 min,"Drama, Romance",4.5,"A young Asian girl applies for a job at a massage parlor and is dragged into the seedy world of Hollywood's red light district, where she falls in love with a virgin poet.",Young Man Kang,"Kaycee,Luciano Saber,Gina Hiraizumi,Tomiko Lee",74
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_708,New Hollywood,2018,30 min,Reality-TV,,"A group of talented European actors fly to US for a film shooting. Unfortunately once they get there, the producers cant get a deal with the TV station. The cast must figure out how to survive in Hollywood.",,,0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_709,Wanderlove,1970,95 min,Drama,,"Sleazy story of Hollywood corruption denotes an aspiring young starlet learning the hard way that the bumpy road to stardom is paved with demoralization, deceit, disappointment.",Fletcher Fist,"Jamie Michaels,Fletcher Fist,Norman Cole,Gerrie Grant",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_710,Il falso bugiardo,2008,78 min,"Biography, History",8.2,"Based upon Vincenzoni's biography, ""Pane e cinema"", the documentary traces the story of the screen play writer who invented many stories that became blockbusters throughout the world.",Claudio Costa,"Luciano Vincenzoni,Nicola Badalucco,Gianni Bulgari,Giorgio Capitani",16
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_711,The Big Premiere,1940,11 min,"Family, Comedy, Short",6,"It is a premiere night at the Fox Carthay Circle theater, and the Our Gang show up to observe the festivities. But after the Gang causes a disruption, the police send them scurrying home. ...                 »",Edward L. Cahn,"Robert Blake,Darla Hood,George 'Spanky' McFarland,Carl 'Alfalfa' Switzer",63
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_712,G-d in Hollywood,2014,,Talk-Show,,A talk show with religious and entertainment professionals about the moral responsibilities of the entertainment industry on today's youth.,Todd Coconato,"Brenda Epperson,Deborah Smith Pegues,Anthony W. Preston,",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_713,The Unwritten Law,1932,66 min,"Crime, Mystery, Romance",,"A film producer is found murdered on a ship, and among the suspects are a young woman whose mother was mistreated by him and his recently fired electrician.",Christy Cabanne,"Wilfred Lucas,Greta Nissen,Richard 'Skeets' Gallagher,Mary Brian",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_714,"Lana Turner, l'indétrônable",2016,55 min,Documentary,,"Lana Turner was one of Hollywood's most famous actresses. With the blurring between her real life and the parts she played on the screen, she was the best actress of Hollywood's melodramas both in town as on the sound stage.",Jean-Frédéric Thibault,"Lana Turner,Cheryl Crane,Jeanine Basinger,Bill Duke",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_715,According to Dom,2009,40 min,"Documentary, Short, Family",7,"This is Life according to comic actor, Dom DeLuise. We share some rare but casual moments with his friends, like Burt Reynolds, Jeffrey Ross, Dick Van Patten, Charles Durning, David DeLuise...                 »",Deren Abram,"Carol Arthur,Lloyd Battista,Ruth Buzzi,David DeLuise",6
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_716,Rock n' Roll Cops,2002,59 min,"Crime, Thriller",8,"Hollywood P.D. Undercover is the story of Hard-Boiled undercover police officers on the mean-streets of Los Angeles, California.",Scott Shaw,"Scott Shaw,Richard Magram,Kenneth H. Kim,Danielle James",37
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_717,Cuban Fireball,1951,78 min,"Comedy, Musical, Romance",7.6,"Estelita is an entertainer in a Cuban cigar-factory and gets into trouble for mimicking her employer, but is fawned over after she inherits $20,000,000. On her way to Los Angelese to ...                 »",William Beaudine,"Estelita Rodriguez,Warren Douglas,Mimi Aguglia,Leon Belasco",7
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_718,The Legend of Rudolph Valentino,1961,75 min,"Documentary, Biography",7,"A documentary of Hollywood's first great Latin Lover, the contradictions in his personal life, and his premature death.",Graeme Ferguson,"Saul J. Turell,Jean Acker,Gilbert M. 'Broncho Billy' Anderson,Agnes Ayres",22
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_719,WCW SuperBrawl III,1993,180 min,"Action, Sport",6.7,,Craig Leathers,"Steve Austin,Marcus Bagwell,Wendy Barlow,Chris Benoit",25
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_720,Character Actors,2013,3 min,"Short, Comedy",,The realities of Hollywood set in as two aspiring actresses enjoy a day at the beach.,Kira Spencer Cook,"Kira Spencer Cook,Sofiya Alexandra,Alex Blagg,Philip Eastman",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_721,Pencils Down! The 100 Days of the Writers Guild Strike,2014,86 min,"Documentary, History, News",8.7,The story of the Writers Guild of America strike of 2007-08 that pitted Hollywood's writers against the major studios.,Brian S. Kalata,"Miranda Banks,Christopher Barrett,Justine Bateman,Kai Bowe",20
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_722,White Dwarf,2011,12 min,"Short, Drama, Horror",,A neglected movie star is trying to make a comeback but strange and frightening visions begin to haunt her.,Billy Moon,"Jessica Graves,Sarah Heath,David Stanbra,Bella Tatarian",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_723,The Mad Hatter,1947,7 min,"Family, Animation, Short",6.5,Woody is offered a movie role providing he arrives at the studio at 9:00 a.m. and *must* wear a top hat. His sole hat is eaten by moths so he goes to Wally Walrus' hat store to purchase a ...                 »,Dick Lundy,"Mel Blanc,Ben Hardaway,Jack Mather,",64
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_724,God's Girl,,114 min,Comedy,,"When God presents Nick Chandler, a struggling, middle-aged screenwriter, with an offer he can't refuse, hilarity ensues. How would Nick like to put his name on God's Girl, an original, ...                 »",Ken Berris,,0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_725,Vampire Black: Trail of the Dead,2008,82 min,Horror,6.2,A Country Western Musician turned Vampire Hunter. A Pimp turned Psycho Killer. A Beautiful Street Walker turned Blood Sucker. Vampire Black: Trail of the Dead takes a new look at the characters first presented in Scott Shaw's Vampire Noir.,Scott Shaw,"Scott Shaw,Kevin Thompson,Marciya K. Lau,Sedreana Saldana",5
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_726,Tax Season,1989,93 min,Comedy,2.6,,Tom Law,"Beano,Fritz Bronner,Debi Fares,Jorge Gil",19
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_727,WWE: The History of the Intercontinental Championship,2008,,Action,6.8,,Kevin Dunn,"Kurt Angle,Steve Austin,Barrymore Barlow,Shelton Benjamin",28
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_728,Into the Pit: The Shocking Story of Deadpit.com,2009,95 min,Documentary,7.1,,Kelly Marcott,"Wes Vance,Aaron T. Frye,Tiffany Apan,Uwe Boll",54
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_729,Take 6,2013,,Comedy,,"A show business manager just signed one of the biggest Hollywood movie stars under his agency, from that moment his life becomes a roller-coaster. His high maintenance wife doesn't help in making his life easier.",Maximilian Law,"Devon Libran,Caroline LeDuc,Tasha Smith,",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_730,"Hero, Lover, Fool",1996,,Drama,6.2,A beautiful woman flees L.A. to escape her crazed movie-star boyfriend and gets help from a young filmmaker on his way to Hollywood.,Joe Ritter,"Jon Jacobs,Fatos Silan,Michael Kastenbaum,Brian Donovan",22
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_731,An Irish Vampire in Hollywood,2007,90 min,"Fantasy, Horror",7,An Irish vampire goes to Hollywood and kidnaps an artist's twin.,Pegarty Long,"Ken Baker,Morgan-Ray Borck,Conor Coghlan,Mary Coghlan",50
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_732,When It Rains,2015,90 min,"Comedy, Drama",,"""When it rains..."" 16:53 min work-in-progress nominated for best short at the Chelsea Intermational Film Festival in New York City October 18, 2015. Two weeks in Hollywood during a rain ...                 »",Migdia Skarsgård Chinea,"Josie Martineaux,Carlo Mendez,Guillermo Jorge,Jane Santos",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_733,An Intimate Dinner in Celebration of Warner Bros. Silver Jubilee,1930,11 min,"Short, History, Music",5.1,"Mr. and Mrs. Warner Bros. Pictures and their precocious offspring, Little Miss Vitaphone, host a dinner in honor of Warner Bros. Silver Jubilee, attended by most of the major players and song writers under contract to WB at that time.",John G. Adolfi,"Otis Skinner,Beryl Mercer,Betty Jane Graham,Loretta Young",115
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_734,Screen Snapshots: Hawaii in Hollywood,1948,10 min,Short,,"Many Hollywood celebrities are on hand to brighten the occasion which is a Hawaiian-style party hosted by Don the Beachcomber, who was famous mostly for hosting parties and having movie ...                 »",Ralph Staub,"Jud Allen,Don the Beachcomber,Lee Bowman,Georgia Carroll",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_735,ET on MTV,2000,30 min,"Music, News",3.2,,Maria Menounos,"John Paul Pitoc,Kimberley Locke,Ryan Devlin,",12
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_736,Dracula: A Cinematic Scrapbook,1991,60 min,Documentary,7.1,"A history of the famous vampire of books and movies, using film clips, previews and other methods.",Ted Newsom,,15
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_737,I Am an Alien,,,"Biography, Comedy, Game-Show",,,Ramzi Abed,"Mark Borchardt,Dennis Woodruff,Sophia Jade,Ramzi Abed",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_738,My Dinner with Andre Royo,2008,30 min,"Documentary, Short",,"A dinner conversation between Isabel Acosta, a struggling indie actress, and a more established actor, Andre Royo, challenges consensus definitions of success and squarely confronts the ...                 »",Isabel Acosta,"Isabel Acosta,Andre Royo",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_739,The Story of Your Life,2013,93 min,"Drama, Romance, Thriller",,"In the back-alleys of Hollywood, burnt-out transplants hang on the edge of sanity and the brink of disaster. But two lost souls, Jack and Lady Jane, find a glimmer of hope, manifesting itself in a deep connection and a dangerous love.",Jesse Cilio,"Alex Freeborn,Shevaun Kastl,Agatha Nowicki,Sean O'Neill",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_740,Endless Pursuit,1999,60 min,Romance,,Erotic fiction writer Jeff Gentile makes his screen writing debut with this story about an obsessive writer who overcomes his Endless Pursuit for sexual gratification to discover an even ...                 »,Kevin Glover,"Jerry Jordan,Thomas Lloyd,Joe Porter,Sal Roman",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_742,Hollywood Comedian,2018,,"Documentary, Comedy",,Exploring the gritty underbelly of the stand-up comedy scene in Los Angeles.,Chad Ridgely,"Chad Ridgely,Maggi Mayfield,Eric Alegria,Mike Muratore",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_743,I Gotta Be Better Than Keanu,2007,80 min,Comedy,,"Common Paine moves to Hollywood and makes a movie, with his digital camera. He discovers that Hollywood is not all it seems.",Stephen J. Bridgewater,"Alexandra Edwards,Kris Frost,Dario Gonzales,",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_744,Hollywood Wonderland,1947,16 min,"Short, Musical",5.5,Tour guides take visitors on a promotional guide of Warner Brothers' studios.,Jack Scholl,"Robert Arthur,John Carroll,Cliff Edwards,Fritz Feld",77
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_745,Believe It or Not (Second Series) #12,1932,8 min,Short,5.1,"During 's absence on a world tour, 'Leo Donnelly' narrates scenes of oddities in the Philippines, Japan, Luxembourg and other places.",Leo Donnelly,"James E. Marvin,Robert L. Ripley",18
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_746,The World According to David Liebe Hart,2010,57 min,"Documentary, Biography, Comedy",9.1,"David Liebe Hart is a self-described actor, artist, puppeteer, singer, and songwriter who has been trying to make it big in Hollywood for over thirty years.",Kevin Schreck,"David Liebe Hart,Adam Papagan,James Quall,Susan Diane Yurkew",14
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_747,Shooting the Hollywood Stars,2011,60 min,Documentary,6.9,"Photographer Rankin aims to recreate several iconic photographs of various Hollywood stars, while also discovering the stories behind the camera.",Vivi Mellegard,"Rankin,Selma Blair,Clara Bow,Charles Chaplin",18
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_748,Epic Denied: Depriving the Forty Days of Musa Dagh,2019,,Documentary,,"A documentary about the trials and tribulations of Hollywood's multiple attempts to produce an epic movie based on 's bestseller, ""The Forty Days of Musa Dagh"". Undertaken by ...                 »",Edwin Avaness,Serj Minassians,0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_749,Auditions,2013,,Comedy,,,Jeremy Clark,"Elie Haddad,Nicholas Marrinson,Tadas Stapona,",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_750,20th Century Fox Promotional Film,1936,15 min,"Documentary, Short",,"Jimmy Fiddler takes viewers on a tour of the newly formed Fox Studios, showing all departments, writers, producers, technicians, and actors at work.",Astrid Allwyn,"Warner Baxter,Irving Berlin,Lou Breslow,",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_751,The Prince of Old Havana,,,Mystery,,A powerful politician runs 1910 Havana from his bordello.,Migdia Skarsgård Chinea,Elvis Sahakian,0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_752,Valentino's Ghost: Why We Hate Arabs,2015,100 min,Documentary,8.6,"VALENTINO'S GHOST: WHY WE HATE ARABS (2015) exposes how U.S. foreign policy in the Middle East is the driving force behind the mainstream media's portrayals of that region and its people, resulting in injustice, bigotry, hatred and wars.",Michael Singh,,7
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_753,The Age of Ballyhoo,1973,45 min,Documentary,6.8,"A documentary about the film industry, narrated by 'Gloria Swanson', in the period between World War I and World War II. Included are clips from a variety of films of that period.",David Shepard,"Gloria Swanson,Clara Bow,Calvin Coolidge,Grace Coolidge",16
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_754,The Hard Edge of Hollywood,2008,83 min,Drama,,"Hollywood has a Dark Side. The Hard Edge of Hollywood peers into the dark, emotional underworld of Hollywood film production and how it effects the lives of the actors and actresses who ...                 »",Scott Shaw,"Scott Shaw,Kevin Thompson,Hae Won Shin,Marciya K. Lau",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_755,Screen Snapshots,1932,,"Documentary, Short",5.9,,Ralph Staub,"Joan Bennett,Buster Keaton,Douglas Fairbanks,Jean Harlow",8
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_756,The Mills Brothers on Parade,1956,16 min,"Short, Music",,"Part stock footage from other Universal shorts and some new footage in which the Mills Brothers are highlighted singing ""Paper Doll,"" ""Say Si Si"" and ""Opus One."" Jana Mason sings ""A Diamond...                 »",Will Cowan,"The Mills Brothers,Donald Mills,Harry Mills,Herbert Mills",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_757,Kathy Griffin: The D-List,2004,60 min,"Documentary, Comedy",7.5,"Inspired by the down-and-dirty weekly standup routine at the Laugh Factory in West Hollywood, Kathy Griffin's first special for Bravo has the Hollywood elite trembling.",Keith Truesdell,Kathy Griffin,235
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_758,Controlled Chaos,2003,92 min,"Comedy, Drama",7.4,The Assistant to a world-famous film director must hide her boss' scandalous lifestyle from reporters.,Azita Zendel,"Amy Blomquist,Don Hughes,Erik Engstrom,Charley King",31
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_759,Melinda Messenger Hits Hollywood,1998,54 min,Documentary,,"In pursuit of her dreams, beautiful model, TV presenter and aspiring actress  travels to Hollywood in the hope of fulfilment. In a frenetic few days Melinda makes various ...                 »",Melinda Messenger,"Tamara Beckwith,Sean Borg,Angelica Bridges,",0
