url,id,title,released_year,runtime,genre,rate,description,directed_by,cast,votes
"https://m.media-amazon.com/images/M/MV5BMTc3ODIwNzA2NF5BMl5BanBnXkFtZTgwMTUzMjA4NTM@._V1_UY209_CR34,0,140,209_AL_.jpg",HW_1,Once Upon a Time in Hollywood,2019,,"Crime, Drama, Thriller",,A faded TV actor and his stunt double embark on an odyssey to make a name for themselves in the film industry during the Helter Skelter reign of terror in 1969 Los Angeles.,Quentin Tarantino,"Margot Robbie,Leonardo DiCaprio,Brad Pitt,Dakota Fanning",0
"https://m.media-amazon.com/images/M/MV5BNDMxNTQ0NjIwOV5BMl5BanBnXkFtZTgwODE5NjA5MjI@._V1_UY209_CR0,0,140,209_AL_.jpg",HW_2,Home Again,2017,97 min,"Comedy, Drama, Romance",5.8,Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.,Hallie Meyers-Shyer,"Reese Witherspoon,Michael Sheen,Candice Bergen,Pico Alexander",17667
"https://m.media-amazon.com/images/M/MV5BNDQyNDE5NjQ1N15BMl5BanBnXkFtZTcwMDExMTAwMg@@._V1_UY209_CR3,0,140,209_AL_.jpg",HW_3,Bolt,2008,96 min,"Animation, Adventure, Comedy",6.9,The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.,Byron Howard,"Chris Williams,John Travolta,Miley Cyrus,Susie Essman",166260
"https://m.media-amazon.com/images/M/MV5BNjk2ODQzNDYxNV5BMl5BanBnXkFtZTgwMTcyNDg4NjE@._V1_UX140_CR0,0,140,209_AL_.jpg",HW_4,Pretty Woman,1990,119 min,"Comedy, Romance",7,"A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.",Garry Marshall,"Richard Gere,Julia Roberts,Jason Alexander,Laura San Giacomo",246207
"https://m.media-amazon.com/images/M/MV5BNjM3OTFhMjUtMDlkMC00NGQ5LTgxNDMtNGY2YjRmNzljMmRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX140_CR0,0,140,209_AL_.jpg",HW_5,Saturday Night Live,1975,90 min,"Comedy, Music",8.1,A famous guest host stars in parodies and sketches created by the cast of this witty show.,Don Pardo,"Lenny Pickett,Darrell Hammond,Kenan Thompson",37406
"https://m.media-amazon.com/images/M/MV5BMTQ5NDlmZWUtMjIyMC00NzQ3LTg3OWYtMzRkY2FiNzQ0Njc4XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_UY209_CR0,0,140,209_AL_.jpg",HW_6,Percy Jackson & the Olympians: The Lightning Thief,2010,118 min,"Adventure, Family, Fantasy",5.9,A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.,Chris Columbus,"Logan Lerman,Kevin McKidd,Steve Coogan,Brandon T. Jackson",159060
"https://m.media-amazon.com/images/M/MV5BMTkzODMwNDkzOF5BMl5BanBnXkFtZTgwNDA4NzA1ODE@._V1_UY209_CR2,0,140,209_AL_.jpg",HW_7,The Invitation,2015,100 min,"Drama, Mystery, Thriller",6.7,"While attending a dinner party at his former home, a man thinks his ex-wife and her new husband have sinister intentions for their guests.",Karyn Kusama,"Logan Marshall-Green,Emayatzy Corinealdi,Michiel Huisman,Tammy Blanchard",58820
"https://m.media-amazon.com/images/M/MV5BMjIzNDE4MTM2Ml5BMl5BanBnXkFtZTcwNjYyNTA2Mw@@._V1_UY209_CR4,0,140,209_AL_.jpg",HW_8,Big Time Rush,2009,25 min,"Comedy, Family, Musical",6.2,"Four hockey players from Minnesota aspire to become a boyband. Kendall, Logan, Carlos, and James embark on a life-changing journey and face challenges along the way.",Kendall Schmidt,"James Maslow,Carlos PenaVega,Logan Henderson",7840
"https://m.media-amazon.com/images/M/MV5BZGQ3YjZlMjUtMDQ4Mi00NGNiLWFhODItYTUwMGM1ZGI5ZGY5XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UX140_CR0,0,140,209_AL_.jpg",HW_9,Victorious,2010,30 min,"Comedy, Drama, Family",6.9,Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,Victoria Justice,"Leon Thomas III,Matt Bennett,Elizabeth Gillies",15972
"https://m.media-amazon.com/images/M/MV5BOTI1M2FlMzItY2VjYS00Y2VkLWI5OTQtMzA0MWMyNmQzZmQ0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR0,0,140,209_AL_.jpg",HW_10,"Hail, Caesar!",2016,106 min,"Comedy, Mystery",6.3,A Hollywood fixer in the 1950s works to keep the studio's stars in line.,Ethan Coen,"Joel Coen,Josh Brolin,George Clooney,Alden Ehrenreich",104548
"https://m.media-amazon.com/images/M/MV5BMjA2ODdhY2YtNDAzZi00MDQ5LTljZmYtMjcyZmJiY2YxOWE1L2ltYWdlXkEyXkFqcGdeQXVyNjY5NjM5MjA@._V1_UY209_CR1,0,140,209_AL_.jpg",HW_11,Feud,2017,45 min,"Biography, Drama",8.6,"An anthology series centering on famous feuds, including  & .",Jessica Lange,"Susan Sarandon,Judy Davis,Jackie Hoffman",12491
"https://m.media-amazon.com/images/M/MV5BY2EyYWEwZmQtZWU0Yy00M2Y3LThiZTktOTQxZDUxY2ZjOTYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg",HW_12,Jay and Silent Bob Strike Back,2001,104 min,Comedy,6.9,"The comic ""Bluntman and Chronic"" is based on real-life stoners Jay and Silent Bob, so when they get no profit from a big-screen adaptation, they set out to wreck the movie.",Kevin Smith,"Jason Mewes,Kevin Smith,Ben Affleck,Jeff Anderson",137613
"https://m.media-amazon.com/images/M/MV5BMTYzNDYxNzY2MF5BMl5BanBnXkFtZTYwNzk2NTc3._V1_UY209_CR0,0,140,209_AL_.jpg",HW_13,Thirteen,2003,100 min,Drama,6.8,"A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend.",Catherine Hardwicke,"Evan Rachel Wood,Holly Hunter,Nikki Reed,Vanessa Hudgens",74106
"https://m.media-amazon.com/images/M/MV5BZjUwNGIwNDctZmQ1ZC00YTEzLWI3MzQtZGMyODlmZGU4ZDdhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",HW_14,Heavenly Creatures,1994,99 min,"Biography, Crime, Drama",7.4,"Two teenage girls share a unique bond; their parents, concerned that the friendship is too intense, separate them, and the girls take revenge.",Peter Jackson,"Melanie Lynskey,Kate Winslet,Sarah Peirse,Diana Kent",54478
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_15,Charlie's Angels: Full Throttle,2003,106 min,"Action, Adventure, Comedy",4.9,The Angels investigate a series of murders which occur after the theft of a witness protection profile database.,McG,"Drew Barrymore,Lucy Liu,Cameron Diaz,Bernie Mac",109548
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_16,Entourage,2015,104 min,Comedy,6.6,"Movie star Vincent Chase, together with his boys Eric, Turtle, and Johnny, are back - and back in business with super agent-turned-studio head Ari Gold on a risky project that will serve as Vince's directorial debut.",Doug Ellin,"Adrian Grenier,Kevin Connolly,Jerry Ferrara,Kevin Dillon",69179
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_17,That Thing You Do!,1996,108 min,"Comedy, Drama, Music",6.9,"A local Pennsylvania band scores a one hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from its manager.",Tom Hanks,"Tom Hanks,Liv Tyler,Charlize Theron,Tom Everett Scott",55322
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_18,Adaptation.,2002,114 min,"Comedy, Drama",7.7,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by  for the screen.,Spike Jonze,"Nicolas Cage,Meryl Streep,Chris Cooper,Tilda Swinton",159923
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_19,Ed Wood,1994,127 min,"Biography, Comedy, Drama",7.9,"Ambitious but troubled movie director  tries his best to fulfill his dreams, despite his lack of talent.",Tim Burton,"Johnny Depp,Martin Landau,Sarah Jessica Parker,Patricia Arquette",153534
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_20,SPF-18,2017,75 min,Romance,3.5,"18-year-old Penny Cooper spent years pining for Johnny Sanders Jr., but when a mysterious musician shows up on the beach, Penny is torn.",Alex Israel,"Carson Meyer,Noah Centineo,Bianca A. Santos,Jackson White",946
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_21,Body Double,1984,114 min,"Mystery, Thriller",6.8,A young actor's obsession with spying on a beautiful woman who lives nearby leads to a baffling series of events with drastic consequences.,Brian De Palma,"Craig Wasson,Melanie Griffith,Gregg Henry,Deborah Shelton",23962
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_22,The Rewrite,2014,107 min,"Comedy, Romance",6.2,"An Oscar-winning writer in a slump leaves Hollywood to teach screenwriting at a college on the East Coast, where he falls for a single mom taking classes there.",Marc Lawrence,"Hugh Grant,Whit Baldwin,Vanessa Wasche,Enid Graham",15518
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_23,The Fugitive,1963,51 min,"Adventure, Crime, Drama",8.1,"A doctor, wrongly convicted for a murder he didn't commit, escapes custody and must stay ahead of the police to find the real killer.",David Janssen,"William Conrad,Barry Morse,Paul Birch",2692
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_24,The People vs. Larry Flynt,1996,129 min,"Biography, Drama",7.3,The story of a controversial pornography publisher and how he became a defender of free speech.,Milos Forman,"Woody Harrelson,Courtney Love,Edward Norton,Brett Harrelson",79141
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_25,77 Sunset Strip,1958,60 min,"Action, Crime, Drama",7.8,"Stu Bailey and Jeff Spencer were the wisecracking, womanizing private detective heroes of this Warner Brothers drama. Stu and Jeff worked out of an office located at 77 Sunset Strip in Los ...                 »",Efrem Zimbalist Jr.,"Edd Byrnes,Roger Smith,Jacqueline Beer",971
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_26,Swingers,1996,96 min,"Comedy, Drama",7.3,Wannabe actors become regulars in the stylish neo-lounge scene; Trent teaches his friend Mike the unwritten rules of the scene.,Doug Liman,"Vince Vaughn,Heather Graham,Jon Favreau,Ron Livingston",69045
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_27,Win a Date with Tad Hamilton!,2004,95 min,"Comedy, Romance",5.6,"A small-town girl wins a date with a male celebrity through a contest. When the date goes better than expected, a love triangle forms between the girl, the male celebrity, and the girl's best friend.",Robert Luketic,"Kate Bosworth,Josh Duhamel,Topher Grace,Nathan Lane",24693
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_28,Shanghai Knights,2003,114 min,"Action, Adventure, Comedy",6.2,"When a Chinese rebel murders Chon's estranged father and escapes to England, Chon and Roy make their way to London with revenge on their minds.",David Dobkin,"Jackie Chan,Owen Wilson,Fann Wong,Aaron Taylor-Johnson",90582
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_29,Rules Don't Apply,2016,127 min,"Comedy, Drama, Romance",5.7,"The unconventional love story of an aspiring actress, her ambitious driver, and their eccentric boss, the legendary billionaire .",Warren Beatty,"Lily Collins,Haley Bennett,Taissa Farmiga,Steve Tom",6983
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_30,Three Kings,1999,114 min,"Action, Adventure, Comedy",7.1,"In the aftermath of the Persian Gulf War, four soldiers set out to steal gold that was stolen from Kuwait, but they discover people who desperately need their help.",David O. Russell,"George Clooney,Mark Wahlberg,Ice Cube,Spike Jonze",149151
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_31,8MM,1999,123 min,"Mystery, Thriller",6.5,"A private investigator is hired to discover if a ""snuff film"" is authentic or not.",Joel Schumacher,"Nicolas Cage,Joaquin Phoenix,James Gandolfini,Peter Stormare",112769
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_32,Sister Act 2: Back in the Habit,1993,107 min,"Comedy, Family, Music",5.5,Showgirl Deloris Van Cartier returns as Sister Mary Clarence to teach music to a group of Catholic students whose run-down school is slated for closure.,Bill Duke,"Whoopi Goldberg,Kathy Najimy,Maggie Smith,Barnard Hughes",42313
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_33,The Player,1992,124 min,"Comedy, Crime, Drama",7.6,"A Hollywood studio executive is being sent death threats by a writer whose script he rejected, but which one?",Robert Altman,"Tim Robbins,Greta Scacchi,Fred Ward,Whoopi Goldberg",47453
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_34,Big Fat Liar,2002,88 min,"Adventure, Comedy, Family",5.4,"After a young boy's school essay erroneously finds its way into the hands of a Hollywood producer who turns the idea into a hit film, the boy travels to Los Angeles to claim his credit.",Shawn Levy,"Frankie Muniz,Amanda Bynes,Paul Giamatti,Amanda Detmer",31640
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_35,Bewitched,2005,102 min,"Comedy, Fantasy, Romance",4.8,"Thinking he can overshadow an unknown actress in the part, an egocentric actor unknowingly gets a witch cast in an upcoming television remake of the classic sitcom  (1964).",Nora Ephron,"Nicole Kidman,Will Ferrell,Shirley MacLaine,Michael Caine",63386
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_36,Beyond the Valley of the Dolls,1970,109 min,"Comedy, Drama, Music",6.2,"Three girls come to Hollywood to make it big, but find only sex, drugs and sleaze.",Russ Meyer,"Dolly Read,Cynthia Myers,Marcia McBroom,John Lazar",8699
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_37,Rush,2014,44 min,"Action, Drama",7.7,"Doctor William Rush is not your average on-call professional. He's not attached to any hospital, he's highly discreet -- no matter the ailment, his clients must pay a cash-only premium, and...                 »",Tom Ellis,"Larenz Tate,Sarah Habel,Rick Gonzalez",5100
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_38,The Cotton Club,1984,127 min,"Crime, Drama, Music",6.5,"The Cotton Club was a famous night club in Harlem. The story follows the people who visited the club, those who ran it, and is peppered with the Jazz music that made it so famous.",Francis Ford Coppola,"Richard Gere,Gregory Hines,Diane Lane,Lonette McKee",14254
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_39,The Porn Diaries,2008,113 min,Documentary,6.4,"9to5 - Days in Porn focuses on the people behind a controversial and multi-billion dollar industry ""The Adult Entertainment industry"". It depicts their stories, each one different, ...                 »",Jens Hoffmann,"Otto Bauer,Audrey Hollander,Belladonna,Jim Powers",1919
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_40,Life,2015,111 min,"Biography, Drama",6.1,A photographer for Life Magazine is assigned to shoot pictures of .,Anton Corbijn,"Robert Pattinson,Dane DeHaan,Peter Lucas,Lauren Gallagher",6211
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_41,The Other Side of the Wind,2018,122 min,Drama,,"The story of a legendary director named J.J. ""Jake"" Hannaford, who returns to Hollywood from years of semi-exile in Europe, with plans to complete work on his own innovative comeback movie, also titled ""The Other Side of the Wind"".",Orson Welles,"John Huston,Robert Random,Peter Bogdanovich,Susan Strasberg",0
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_42,The Big Picture,1989,100 min,"Comedy, Drama, Romance",6.3,"Film school grad Nick Chapman thought his career was made after his award winning short film, but discovered Hollywood wasn't as easy as it seems.",Christopher Guest,"Kevin Bacon,Jennifer Jason Leigh,Emily Longstreth,J.T. Walsh",4180
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_43,Hollywoodland,2006,126 min,"Biography, Crime, Drama",6.5,"A detective examines the mysterious death of , the star of the television series  (1952).",Allen Coulter,"Adrien Brody,Ben Affleck,Diane Lane,Bob Hoskins",30921
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_44,James Dean,2001,120 min,"Biography, Drama",7.4,"A biopic about the actor , whose stardom of the ultimate teenage rebel as well as the premature death made him a legend. His roles are depicted having much in common with his ...                 »",Mark Rydell,"James Franco,Michael Moriarty,Valentina Cervi,Enrico Colantoni",4638
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_45,Calendar Girls,2003,108 min,"Comedy, Drama",6.9,A Women's Institute chapter's fundraising effort for a local hospital by posing nude for a calendar becomes a media sensation.,Nigel Cole,"Helen Mirren,Julie Walters,Penelope Wilton,John Alderton",21126
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_46,Real Rob,2015,30 min,Comedy,6.5,Centers around comedian Rob Schneider's real life while living in Hollywood.,Rob Schneider,"Patricia Maya Schneider,Jamie Lissow,Miranda Scarlett Schneider",1877
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_47,Auto Focus,2002,105 min,"Biography, Crime, Drama",6.6,The life of TV star  and his strange friendship with electronics expert John Henry Carpenter.,Paul Schrader,"Greg Kinnear,Willem Dafoe,Maria Bello,Rita Wilson",12150
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_48,Star 80,1983,103 min,"Biography, Drama",6.7,A successful young model finds trouble when her obsessive manager-turned-husband becomes dangerously jealous. Based on the true story of 1980 Playmate of the Year Dorothy Stratten.,Bob Fosse,"Mariel Hemingway,Eric Roberts,Cliff Robertson,Carroll Baker",4847
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_49,Stalked by a Reality Star,2018,90 min,Thriller,5.4,"A teenage girl lies about her age to get into a Hollywood party and meets a handsome reality TV star - but when she finds out he is a creep and rejects him, he becomes obsessed and starts ...                 »",Robert Malenfant,"Cynthia Preston,Emily Bader,Robert Scott Wilson,Jordan Doww",116
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_50,Animaniacs,1993,21 min,"Animation, Comedy, Family",7.9,"Ensemble cast of off-the-wall Warner Brothers characters, appearing in a wide variety of roles. Wakko, Yakko, and Dot Warner, are WB Studio creations who were just too ""zany"" to be of any ...                 »",Rob Paulsen,"Jess Harnell,Tress MacNeille,Frank Welker",18377
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_51,"They Shoot Horses, Don't They?",1969,129 min,Drama,7.9,The lives of a disparate group of contestants intertwine in an inhumanely grueling dance marathon.,Sydney Pollack,"Jane Fonda,Michael Sarrazin,Susannah York,Gig Young",13961
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_52,America's Sweethearts,2001,102 min,"Comedy, Romance",5.7,A movie publicist deals with the messy public split of his movie's co-stars while keeping reporters at bay while a reclusive director holds the film's print hostage.,Joe Roth,"Julia Roberts,John Cusack,Billy Crystal,Catherine Zeta-Jones",51065
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_53,The Last Tycoon,1976,123 min,"Drama, Romance",6.3,'s novel is brought to life in this story of a movie producer slowly working himself to death.,Elia Kazan,"Robert De Niro,Tony Curtis,Robert Mitchum,Jeanne Moreau",7066
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_54,All Nighter,2017,86 min,"Comedy, Drama",5.7,"A workaholic father who attempts to visit his daughter during a layover in LA, only to discover that she's disappeared, is forced to team up with her awkward ex-boyfriend to find her over the course of one transformative night.",Gavin Wiesen,"Analeigh Tipton,Emile Hirsch,J.K. Simmons,Meta Golding",4720
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_55,Jackass Number Two,2006,92 min,"Documentary, Action, Comedy",7.1,"Chris Pontius, Johnny Knoxville, Steve-O, Bam Margera, and the whole crew return to the screen to raise the stakes higher than ever before.",Jeff Tremaine,"Johnny Knoxville,Steve-O,Chris Pontius,Bam Margera",61363
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_56,Postcards from the Edge,1990,101 min,"Comedy, Drama",6.7,A substance-addicted actress tries to look on the bright side even as she is forced to move back in with her mother to avoid unemployment.,Mike Nichols,"Meryl Streep,Shirley MacLaine,Dennis Quaid,Gene Hackman",13533
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_57,Foxes,1980,106 min,Drama,6.1,"A group of four teenage girls come of age in the asphalt desert of Los Angeles' San Fernando Valley arranged with a blazing soundtrack and endless drinking, drugs and sex.",Adrian Lyne,"Jodie Foster,Cherie Currie,Marilyn Kagan,Kandice Stroh",3460
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_58,What Just Happened,2008,104 min,"Comedy, Drama",5.7,Two weeks in the life of a fading Hollywood producer who's having a rough time trying to get his new picture made.,Barry Levinson,"Robert De Niro,John Turturro,Stanley Tucci,Sean Penn",25023
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_59,My Favorite Year,1982,92 min,"Comedy, Drama",7.4,A dissolute matinee idol is slated to appear on a live TV variety show.,Richard Benjamin,"Peter O'Toole,Mark Linn-Baker,Jessica Harper,Joseph Bologna",7721
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_60,Powder Blue,2009,106 min,Drama,6.3,"Four Los Angelenos, a mortician, an ex-con, a suicidal ex-priest, and a stripper, are brought together on Christmas Eve by a mixture of circumstances.",Timothy Linh Bui,"Jessica Biel,Eddie Redmayne,Forest Whitaker,Ray Liotta",13187
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_61,Wicked City,2015,42 min,"Crime, Drama",6.6,A pair of LAPD detectives track down serial killers terrorizing the Sunset Strip.,Jeremy Sisto,"Taissa Farmiga,Gabriel Luna,Jaime Ray Newman",2675
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_62,Cats Don't Dance,1997,75 min,"Animation, Comedy, Family",6.9,"Danny, an ambitious singing and dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.",Mark Dindal,"Scott Bakula,Jasmine Guy,Natalie Cole,Ashley Peldon",6258
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_63,Walk of Fame,2017,93 min,Comedy,3.1,A motley crew of aspiring performers come under the guidance of an eccentric and volatile acting coach.,Jesse Thomas,"Scott Eastwood,Malcolm McDowell,Chris Kattan,Jamie Kennedy",629
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_64,The Critic,1994,522 min,"Animation, Comedy, Drama",8,Jay Sherman is a New York film critic who has to review films he doesn't like for a living.,Jon Lovitz,"Nick Jameson,Maurice LaMarche,Nancy Cartwright",6471
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_65,Lavalantula,2015,83 min,"Action, Comedy, Horror",4.7,"Volcanic eruptions in Los Angeles unleash a swarm of gigantic, lava-breathing tarantulas.",Mike Mendez,"Steve Guttenberg,Nia Peeples,Patrick Renna,Carlos Bernard",2151
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_66,Myra Breckinridge,1970,94 min,Comedy,4.3,"After undergoing gender reassignment surgery, an aspiring actress travels to Hollywood, where she also wants to make a claim on her wealthy uncle's estate.",Michael Sarne,"Mae West,John Huston,Raquel Welch,Rex Reed",2477
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_67,Lego Scooby-Doo!: Haunted Hollywood,2016,75 min,"Animation, Comedy, Family",6.1,"The Scooby gang try to rescue an old movie studio, which is not only threatened by developers, but a series of movie monsters too.",Rick Morales,"Frank Welker,Matthew Lillard,Grey Griffin,Kate Micucci",782
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_68,Tiny Toon Adventures,1990,23 min,"Animation, Adventure, Comedy",7.6,"The wacky adventures of the new young hip generation of Warner Bros. Looney Tunes characters, most of them descendants of the original classic toon cast.",Charlie Adler,"John Kassir,Tress MacNeille,Joe Alaskey",9850
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_69,Full Frontal,2002,101 min,"Comedy, Romance",4.7,"A day in the life of a group of men and women in Hollywood, in the hours leading up to a friend's birthday party.",Steven Soderbergh,"Julia Roberts,David Hyde Pierce,David Duchovny,Nicky Katt",9075
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_70,Five Came Back,2017,60 min,"Documentary, Biography, History",8.4,The wartime contributions of five prominent Hollywood film directors during World War II are profiled.,Francis Ford Coppola,"Guillermo del Toro,Paul Greengrass,Lawrence Kasdan",2326
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_71,Anywhere But Here,1999,114 min,"Comedy, Drama",6.2,A mother and daughter search for success in Beverly Hills.,Wayne Wang,"Susan Sarandon,Natalie Portman,Hart Bochner,Eileen Ryan",15806
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_72,Birdemic 2: The Resurrection,2013,90 min,"Action, Comedy, Horror",1.7,"A platoon of eagles and vultures attack Hollywood, California. Why did the eagles and vultures attack? Who will survive?",James Nguyen,"Alan Bagh,Whitney Moore,Thomas Favaloro,Chelsea Turnbo",3727
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_73,Another You,1991,98 min,"Comedy, Crime",5.4,"George has been in a mental hospital for three years and is finally ready to go out into the real world again. Eddie Dash, a dedicated con man, is supposed to keep him out of trouble, but ...                 »",Maurice Phillips,"Richard Pryor,Gene Wilder,Mercedes Ruehl,Stephen Lang",3102
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_74,Mulholland Dr.,1999,88 min,"Drama, Mystery, Thriller",8.3,"After a car wreck, an amnesiac woman sets out to learn what happened to her with the help of a wannabee actress.",David Lynch,"Justin Theroux,Naomi Watts,Laura Harring,Ann Miller",4133
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,HW_75,The Man Who Cried,2000,100 min,"Drama, Music, Romance",6.2,A young refugee traveling from Russia to America in search of her lost father falls for a gypsy horseman.,Sally Potter,"Christina Ricci,Cate Blanchett,Oleg Yankovskiy,Claudia Lander-Duke",13332
