url,id,title,release_year,genre,description,directed_by,cast,cast,cast,cast,runtime,rate,votes,,,,,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,401,Don Adams' Screen Test,1975,"Comedy, Game-Show",This was an unusual game show. People who want to become actors are given the opportunity to appear in a major movie or TV show. When the show begins host Don Adams announces the three ...                 »,Don Adams,Lucie Arnaz,Edward Asner,Rona Barrett,,30 min,8,49,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0026747/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,402,Music Is Magic,1935,"Drama, Musical",Aging star (Daniels) finally recognizes the truth when she is replaced in her new movie by a girl from the chorus (Faye).,George Marshall,Alice Faye,Ray Walker,Bebe Daniels,Frank Mitchell,66 min,6.9,84,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt8498366/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,403,Melrose,2018,Drama,"Fearing forced eviction, a struggling actor in his early twenties takes a sketchy door-to-door job on Melrose Avenue - where he meets a mysterious coworker and discovers firsthand the dark reality of living in transition.",Søren James,Marie Oldenbourg,Emily Karlsson,Justin Marco,Drew Koles,106 min,,,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0079960/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,404,The Fantastic Seven,1979,"Action, Drama","Christopher Connelly stars as Stuntman Hill Singleton in this daring, high seas, rescue adventure. When film star Rebecca Way is kidnapped from her own set, Hill must come up with a plan. ...                 »",John Peyser,Christopher Connelly,Christopher Lloyd,Bob Seagren,Soon-Tek Oh,97 min,5.6,58,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt6084218/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,405,Hollywood Hearts,2016,Drama,A music artist struggles to balance the superstar lifestyle of his career with the romantic he's slowly destroying.,Tangie B. Moore,Benzino,Emmaline,Patrice Fisher,D.C. Young Fly,118 min,8,21,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt1744674/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,406,Wolfe with an E,2011,"Comedy, Music, Sci-Fi",Comic mis-adventures ensue when an English music journalist and her science fiction writing neighbor go searching Hollywood for an LA based musician named Henry Wolfe.,David Louis Zuckerman,Avital Ash,Henry Gummer,Sophie Heawood,Gaby Hoffmann,84 min,5,19,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0029401/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,407,Pick a Star,1937,"Comedy, Musical",A Cinderella story of a young country girl who comes to Hollywood and achieves movie stardom with the help of a publicity man.,Edward Sedgwick,Jack Haley,Rosina Lawrence,Patsy Kelly,Mischa Auer,76 min,5.6,282,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt5270280/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,408,The Dragons of Melgor,,"Animation, Action, Adventure","Dirk is compelled to explore a mystery after the death of his friend, Richard. With the help of a new companion, Kurt, they set off to the animated world of Melgor to fight for justice and liberty.",Turner Van Ryn,Richard Hatch,Walter Koenig,Gary Graham,Gil Gerard,,,,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0094361/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,409,You Talkin' to Me?,1987,Comedy,"A young actor's fascination with Robert De Niro's ""Taxi Driver"" persona leads him into a morass of strange and obsessional behaviors.",Charles Winkler,Jim Youngs,James Noble,Mykelti Williamson,Faith Ford,97 min,2.8,193,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt1149365/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,410,"Ricky Sprocket, Showbiz Boy",2007,"Animation, Comedy, Family","Ricky Sprocket is the world's biggest child film star. He works for Wishworks studio (a parody of DreamWorks Studio) and for Mr. Louie Fischburger, his boss. Despite the fact that Ricky ...                 »",Ashleigh Ball,Dorla Bell,Jayne Eastwood,Andrea Libman,,30 min,4.3,80,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0254920/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,411,Sammy,2000,"Animation, Biography, Comedy","Inspired by Spade's own family tree, the show turns on James Blake, a TV star who's absentee free-loading father Sammy resurfaces after James makes it big.",David Spade,Andy Dick,Maura Tierney,Harland Williams,,30 min,4.8,16,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0238735/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,412,Wormwood,2001,Drama,,Larry Foster,Lourdes Foster,Deborah L. Kearns,Joseph Kearns,Mike Plante,,6.9,22,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt4864524/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,413,Daredevil Leaked Auditions,2015,Comedy,"Actors vie for a part on the new ""Daredevil"" show in this satirical send up of showbiz.",Jared Bonner,Erin Coleman,Peter Marr,Laura House,,4 min,,,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt1008725/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,414,Tasmanian Devil: The Fast and Furious Life of Errol Flynn,2007,"Documentary, Biography, Crime","The story of Tasmanian-born actor Errol Flynn whose short & flamboyant life, full of scandals, adventures, loves and excess was largely played out in front of the camera - either making ...                 »",Simon Nasht,Christopher Lee,Jeffrey Meyers,Kathryn Medlock,Ila Andrews,60 min,7.5,69,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0390776/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,415,Shootout,2003–2008,Talk-Show,Big time producer Peter Guber and Variety's Peter Bart sit down with the biggest names in the business.,Peter Guber,Jeff Brenner,Clint Eastwood,Charlize Theron,,30 min,6.2,130,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0212807/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,416,Best Actress,2000,"Crime, Comedy",A Hollywood writer becomes embroiled while investigating into the lives of five fictitious actresses all nominated for the Academy Award for best actress.,Harvey Frost,Thomas Calabro,Jaime Pressly,Rachel Hunter,Anthony Head,91 min,4.6,181,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt2213443/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,417,Second City This Week,2011,"Comedy, Game-Show","Take a little SNL, mix in a healthy dose of The Daily Show and The Colbert Report and sprinkle it all with classic sketch comedy shows like The Carol Burnett Show and SCTV. Put that all ...                 »",George Caleodis,Marion Dunham,Steve Brewster,Julian Clark,,,7.5,19,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt5069122/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,418,Can't Be Stopped,2016,Documentary,"Hollywood's own ""Can't Be Stopped"" crew is one of the most influential and recognizable graffiti crews to emerge out of the U.S. is Since its inception in the early 1980's, the initials ...                 »",Cody Smith,2Mex,2tone,7-Mar,Alchemist,102 min,8.4,7,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt2972098/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,419,A Fuller Life,2013,"Documentary, Biography, Crime",Friends and admirers of iconoclastic film director Sam Fuller read from his memoirs.,Samantha Fuller,James Franco,Jennifer Beals,Bill Duke,James Toback,80 min,7,124,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt1759310/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,420,Moguls & Movie Stars: A History of Hollywood,2010,"Documentary, History",The history of Hollywood film from the medium's invention to the birth of the New Hollywood in 1970.,Christopher Plummer,Daniel Selznick,Gregory Orr,Samuel Goldwyn Jr.,,,8.6,312,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0419305/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,421,America Beyond the Color Line with Henry Louis Gates Jr.,2002–2004,"Documentary, History","Through numerous personal interviews, professor Henry Louis Gates Jr. examines the past, present, and future of black/white race relations in the USA.",Henry Louis Gates,Maya Angelou,Reggie Rock Bythewood,Don Cheadle,,225 min,7.5,54,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0084120/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,422,Illusions,1982,"Drama, Short","Illusions depicts a fictional 1940s Hollywood studio and defines film as a powerful historian, however, one that omits many cultures from its history. The protagonist Mignon Dupree ...                 »",Julie Dash,Lonette McKee,Rosanne Katon,Ned Bellamy,Jack Rader,34 min,6.7,171,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt7780024/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,423,Emily or Oscar,,"Short, Comedy","Emily or Oscar is a 'Hollywood golden era' throwback romantic comedy. With silent film references and Hollywood studio jokes, everyone is sure to get a laugh as they take a ride through ...                 »",Chris M. Allport,Ismael Lotz,Robert 'Rj' Lynn,Susan Blakely,Jeannie Russell,96 min,,,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0102027/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,424,"Here's Looking at You, Warner Bros.",1991,Documentary,"This documentary takes an indepth look at the history of Warner Brothers studios, from it's beginning to the present day. It profiles the actors and actress that helped build the studio. ...                 »",Robert Guenette,Humphrey Bogart,Marlon Brando,James Cagney,Chevy Chase,108 min,7.4,326,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0234151/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,425,Night of the Beast,1993,Horror,"Lovely young starlets, auditioning for an upcoming low-budget horror flick, are kidnapped and locked up by a skull-faced movie producer.",Eric Louzil,Robert May,Gene LeBrock,Shanna McCullough,Mark Richardson,92 min,3.7,88,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0024570/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,426,Sitting Pretty,1933,Musical,"Chick Parker and Pete Pendleton are songwriters that are en route from New York to Hollywood to make their fame and fortune; Dorothy, a lunch wagon proprietor, joins them.",Harry Joe Brown,Jack Oakie,Jack Haley,Ginger Rogers,Gregory Ratoff,85 min,6.9,87,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt1359580/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,427,"Hollywood Singing and Dancing: A Musical History - The 1940s: Stars, Stripes and Singing",2009,"Documentary, Musical",This is a two-hour in-depth exploration into the Hollywood musicals of the 1930s.,June Allyson,John Badham,Robert S. Birchard,Pat Boone,,108 min,7.7,38,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0376434/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,428,Tinseltown TV,2002,"Music, News","Five camera crews are in action all week bringing audiences the best in film premieres, behind the scenes exclusives, music events, fashion shows and celebrity parties across the globe.",Matt Damon,Clint Eastwood,Eddie Griffin,Jennifer Love Hewitt,,60 min,8.4,889,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt1132528/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,429,Kids Unlimited,2007–2008,"Comedy, Drama, Family",A sitcom about a talent agency run for kids by kids.,Garland Carter,Nicholas Lobue,Elizabeth Machabeli,Angel Manila,,30 min,8,293,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt1067109/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,430,The Great Venice Robbery,2007,"Short, Comedy",Four utter losers pull off a heist of their lives.,Phil Volken,Ron Ransen,Gregory Blair,J.R. Starr,Jeremy Spencer,17 min,8.2,44,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0119372/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,431,Inside Out,1997,"Short, Comedy","A film that shows how ""hard"" it is to be son of celebrities.",Jason Gould,Robert Amico,Alexis Arquette,Kate Asner,Christina Crawford,27 min,5.9,145,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0065135/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,432,Two Roses and a Golden Rod,1969,"Comedy, Drama, Romance",A beautiful young blonde resents her mother while seeking the lustful company of her Hollywood screenwriter father. He's tempted and writes a comedy about angels and the sin of lust. The mother hooks up with their cute lesbian neighbor.,Albert Zugsmith,John Alderman,Elizabeth Knowles,Ami Paisley,Lois Ursone,83 min,4.2,59,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0311432/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,433,The Legend of Marilyn Monroe,1965,"Documentary, Biography","John Huston, who directed Monroe in her first major film and her last completed role, pays tribute to the life and career of the tragic actress.",Terry Sanders,John Huston,Marilyn Monroe,Lauren Bacall,Gladys Baker,50 min,7.3,112,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0022770/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,434,The Cohens and Kellys in Hollywood,1932,"Comedy, Romance",The Cohens and the Kellys invade a Hollywood studio after Kitty becomes the darling of the studio.,John Francis Dillon,George Sidney,Charles Murray,June Clyde,Norman Foster,75 min,6.6,15,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0074063/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,435,That's Hollywood,1976–1982,"Documentary, History",The history of Hollywood film in its various aspects.,Tom Bosley,Anthony Franciosa,Raquel Welch,Charles Gray,,30 min,8.5,32,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt7510696/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,436,"Sarah Silverman's 'I Love You, America' Cringeathon",2017,"Short, News","Dave Cullen, aka Computing Forever, responds to a music video released to promote Sarah Silverman's new Hulu series, ""I Love You, America"".",Dave Cullen,Daniel Hoffman,,,,13 min,6.1,38,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0152444/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,437,The Silver Screen: Color Me Lavender,1997,"Documentary, History","A film scrapbook, images, phrases from our past, hiding their meanings behind veils. Let's lift those veils, one by one, to find how images, at one time seeming innocent, have revealed, after decades, to have homosexual overtones.",Mark Rappaport,Dan Butler,Don Ameche,Johnny Arthur,Lucille Ball,100 min,6.4,193,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0331409/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,438,The 52nd Annual Academy Awards,1980,,"Award of the American academy of cinematographic arts and sciences, from 1940th known as ""Oscar"", - American film award created in 1929 and traditionally handed to the figures of ...                 »",Marty Pasetta,Johnny Carson,Nick Allder,Ann-Margret,Tamara Asseyev,,6,124,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0466642/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,439,"AFI's 100 Years... 100 Movie Quotes: America's Greatest Quips, Comebacks and Catchphrases",2005,"Documentary, History","The American Film Institute reviews some of the most memorable, evocative and influential dialogue in motion picture history.",Gary Smith,Elayne Boosler,James Brolin,Cameron Crowe,Billy Crystal,180 min,7.7,198,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0116438/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,440,The Making of a Hollywood Madam,1996,Drama,"The story of Heidi Fleiss, Hollywood's favourite madam, told through the eyes of her father, a quiet Doctor who became implicated in her criminal activity.",Michael Switzer,Michael Gross,Cindy Pickett,Tricia Leigh Fisher,Jennifer Crystal Foley,100 min,5.1,78,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt1053818/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,441,Butch Jamie,2007,"Comedy, Romance","Jamie Klein is an out-of-work butch lesbian actor willing to try almost anything for a role. Femme, Butch, and Male Jamie all make appearances throughout this quirky, gender-bending comedy about struggling for success in Hollywood.",Michelle Ehlen,Michelle Ehlen,Olivia Nix,Tiffany Anne Carrin,David Au,84 min,4.5,131,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0198715/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,442,The Mao Game,1999,Drama,Growing up neurotic in a Hollywood family.,Joshua John Miller,Veronica Alicino,Kirstie Alley,Shan Applegate,Sue Bernard,,5.7,61,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0251820/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,443,The Making of 'E.T. The Extra-Terrestrial',1996,Documentary,"A behind-the-scenes documentary about the making of Steven Spielberg's 1982 film ""E.T. The Extra-Terrestrial.'",Laurent Bouzereau,Steven Spielberg,Kathleen Kennedy,Ed Verreaux,Melissa Mathison,91 min,6,114,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0118706/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,444,Betty,1997,Comedy,"The world's most famous actress freaks out on the set of her latest Christmas blockbuster and runs away to hide in the unlikely setting of Palm Springs. She meets three men who, like the ...                 »",Richard Murphy,Cheryl Pollak,Holland Taylor,Udo Kier,Ron Perlman,87 min,5.7,78,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0368188/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,445,Do You Remember Laurie Zimmer?,2003,Documentary,"Whatever happened to this promising young actress from Hollywood? A search for ""the woman in the car"" through the never-ending suburbia of Los Angeles, where the myth of cinema reigns. A sort of thriller without a corpse.",Charlotte Szlovak,Laurie Zimmer,Charlotte Szlovak,Pascal Aubier,John Carpenter,54 min,7,69,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt1615151/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,446,Unauthorized: The Harvey Weinstein Project,2011,"Documentary, Biography",An uncensored look at the life and work of film producer .,Barry Avrich,Matt Affleck,Ken Auletta,Peter Bart,Peter Biskind,90 min,6.4,297,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt7345082/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,447,Catching a Break,2017,Comedy,"Two millennial stoners navigate through the bizarre world of casting, as they struggle to catch their first break in Hollywood. CAB is a tongue-in-cheek comedy that uses the stoner trope to...                 »",D.J. Blickenstaff,Alex Diehl,Tim Reardon,Brian Jordan Alvarez,,,,,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt1054118/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,448,No Subtitles Necessary: Laszlo & Vilmos,2008,Documentary,The lifelong friendship of the great cinematographers Laszlo Kovacs and Vilmos Zsigmond and their impact on American cinema.,James Chressanthis,Karen Black,Peter Bogdanovich,Sandra Bullock,James L. Carter,86 min,7.8,304,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt6842542/?ref_=kw_li_i,,,,
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,449,Dance USA Dance,2017,Reality-TV,"Get ready for another year of lights, love, colors, and music during Season II of Dance USA Dance. Dance USA Dance is a competition that brings together participants from all over the world...                 »",Ryan Daniel Beck,David Guggino,Saroj Khan,Sunny Moza,,,,,Removed from Watchlist,Undo,"https://www.imdb.com/search/keyword?keywords=hollywood&sort=moviemeter,asc&mode=detail&page=9&ref_=kw_nxt#",https://www.imdb.com/title/tt0264065/?ref_=kw_li_i,,,,
