image,url,id,title,release_year,runtime,genre,rate,description,directed_by,cast,cast,cast,cast,votes
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,119,Bollyworld,2010,30 min,"Documentary, Short",,"India is going through extraordinary changes and entering the global market. This documentary focuses on how India's largest film industry ""Bollywood"" is transforming itself to appeal to a ...                 »",Ram Devineni,Kumar,Sanjay,,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,120,Indian Ben,2015,60 min,Comedy,8.4,Indian Ben is an exploitation comedy that tips it's hat to classic Bollywood cinema and Indian culture. The film is made as a badly dubbed Indian movie that follows an orphan adult male ...                 »,Ben Hoene,Ben Hoene,Lily Newton,Terek Nabulsi,S. Janjay Knowlden,14
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,121,"Helen, Queen of the Nautch Girls",1973,31 min,"Short, Documentary, Musical",6.5,,Anthony Korner,Helen,Anthony Korner,,,32
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,122,Nayi Soch Ki Talaash Aamir Ke Saath,2012,60 min,,8.7,Bollywood movie actor Aamir Khan answers questions with the cast of the Star TV parivaar serial characters as well as plugging his new movie Talaash.,Shagufta Ali,Bhavesh Balchandani,Devoleena Bhattacharjee,Gautam Gulati,,27
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,123,Coxwell & Gerrard,2008,15 min,"Short, Comedy, Musical",8.3,"A westernized Indian gains his first exposure to South Asian culture when he wanders into Toronto's Little India, and when he tries to woo a beautiful girl, discovers reality is not quite like Bollywood.",Stephen Lategan,Tricia Bhim,Stephen Lategan,Rosanna D'Souza,Natasha Singh,11
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,124,Terahvin,2018,,Comedy,,Family and friends attend the wake of a recently deceased girl.,Vaibhav Vats,Carma Sharon,Sukhraj Deepak,Sudhanshu Vachaspati,George Kontoleon,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,125,Freedom of Life,2005,29 min,Short,8.2,"Patty, a 8-year-old boy, has suffered from a serious road accident that has ruptured his spine beyond repair. His father Jossy a widower is devastated after hearing from the doctor that ...                 »",Sharat Chandra,Anushka Shetty,Yatin Karyekar,Aniket Rudaraksh,Parul Singh,8
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,126,Desperately Seeking Helen,1999,81 min,"Documentary, Drama",7.2,"Director Eisha Marjara tries to track down Helen, a famous movie star in the world's largest dream factory, ""Bollywood"". Helen becomes a passage into Marjara's real world--her unsettling ...                 »",Eisha Marjara,Eisha Marjara,Helen,Kapil Bawa,Vrinda Bhasin,12
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,127,Andaaz,2013,30 min,Talk-Show,8.6,"A contemporary lifestyle talk show for the South Asian community. Covering a wide range of topics from health & fitness, fashion & beauty, entrepreneurship, spirituality, relationships and more.",Sarika Batra,Naveen Jain,Esha Mohanh,Jay Piatek,,5
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,128,Appu & Gappu International Super Detectives,,75 min,"Animation, Action, Adventure",,"Adventures of Twin alien brothers who have made Earth their new home and fight to protect it against crimes and criminals, solving one mystery after another.",More Avinash,More Pradnya,,,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,129,Bollyworld,2015,7 min,"Animation, Short",,"By dancing an indian dance artist creates a colorful, fantastic Bollywood world. A thrilling story about love, lies and the various facets of reality.",Monira Kamal,Boris Bouanani,Kai Höregott,Alexandra Keuchel,Ioanna Srinivasan,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,130,Bhukhe,2012,,"Short, Comedy",,Four hungry Indian town boys fight the injustice that is done to them. But they got more than they bargained for.,Aditya Raghav,Shashank Arora,Vijay Kalvani,Imran Merchant,Nishant Singh,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,131,The Indian Telly Awards,2001,210 min,Musical,,,Anil Wanvari,Alyy Khan,,,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,132,Bollywood for Beginners,2002,24 min,"Documentary, Short",9.3,"The world's most vibrant and colorful cinema comes crashing through the screen in Bollywood for Beginners, a documentary about the characters, traditions, heroes and heroines that drive ...                 »",Penelope Jagessar Chaffer,Shobu Kapoor,Rachel Dwyer,Deepak Verma,Nasreen Munni Kabir,657
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,133,Svara: A Brooks Institute Documentary Project to South India,2009,47 min,"Documentary, Adventure",,"Each year, the Visual Journalism program at Brooks Institute offers an international documentary trip for interested visual journalism, professional photography, and film students. The ...                 »",The Svara Group,,,,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,134,Asian Network Gold,2012,57 min,Music,,,Ashok Rampal,Sonia Deol,Lalita Ahmed,Nusrat Fateh Ali Khan,Ghazala Amin,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,135,City of Lakes,2010,28 min,"Short, Drama, Musical",8.2,,Kevin Shahinian,Rushad Rana,Anubhab Saha,Sharon Chawda,Melissa Kumar,11
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,136,63rd Filmfare Awards,2018,,Reality-TV,,,Shah Rukh Khan,Karan Johar,Ayushmann Khurrana,Parineeti Chopra,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,137,Connect,2011,9 min,"Short, Comedy, Musical",8,Strangers connect at a train stop and share their private passions by bending reality.,Judy Garlow,Omar Scanu,Jackeline Velez,Susan Ly,Ruthie Ames,9
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,138,Grand Festival,2006,96 min,"Comedy, Drama",,A film festival is organized in a remote Indian village to save a suicidal film maker.,Biju Viswanath,Ashwath Bhatt,Shruthi Gupta,Danish Iqubal,Rajendra Paayeel,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,139,Bollywood im Alpenrausch,2000,,Documentary,9.3,,Christian Frei,Peter Kner,Irina Schönen,Thomas Stuckenschmidt,Jakob Tritten,866
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,140,Kyon? Kis Liye?,2003,130 min,"Crime, Drama",,,Vinod Talwar,Ruby Dhalla,Chico Sihra,Saajan Sihra,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,141,BabyDoll,2014,10 min,"Short, Crime, Horror",,,Rahul Ram,Aditya,Sunitha,,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,142,Bollyrobics - Dance Workout,2007,103 min,Sport,,"Indian dance elements from well known bollywood movies are bounded to a rousing, sudorific, sexy choreography. Bollyrobics is a new kind of workout. It combines training of coordination, ...                 »",Timm Hogerzeil,Julia Casper,Pak Daddy,,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,143,Shit Happens!,2015,13 min,"Short, Drama",8.4,It's a story about a couple who meet by accident and fall in love with each other. They plan to get married. They decide to tell it to their parents and when they reached at the girls house...                 »,Vipul Patil,Savli Pawar,Vipul Patil,Prerna Walanj,Ashish Wadde,7
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,144,The Human Factor,2013,76 min,Documentary,6,Songs have been an integral part of Indian films. But who were those unseen - and uncredited - musicians who made up the orchestras that played on those songs and the background scores?,Rudradeep Bhattacharjee,Gregory D. Booth,Enoch Daniels,Naresh Fernandes,Kushal Gopalka,12
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,145,The Silhouette - Darkness Prevails,2011,15 min,"Short, Mystery",,"The Silhouette:Darkness Prevails is a supernatural thriller that revolves around the strange occurrences which the protagonist experiences in his rented house, and how it leads to a ...                 »",Sayantan Ghosal,Santanu Sen,Arijit Mitra,Ankur Biswas,Swapan Guha,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,146,Misha,2010,7 min,"Short, Drama, Family",,A 6 yr old girl from Mumbai runs away from home in search of her true identity.,Sushma Khadepaun-Parmar,Raj Arjun,Sara Arjun,Jayant Singh,Itisha Tyagi,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,147,Cinema of Horror,2009,9 min,"Short, Comedy",9.1,"Three film students see the world through the fantasy of Asian genre cinema, which inspires them. A celebration of the crossover of Asian/Western culture in an entertaining comment on current British filmmaking.",Peter M. Kershaw,John Andrews,Andy Cheung,David Kendra,Felicia Herrero,10
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,148,Bollywood to Hollywood,2009,,"Short, Comedy",,,Saba Moor-Doucette,Radhika Chaudhari,Sanjay Chhugani,Jeff Doucette,Megan Feely,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,149,12th International Indian Film Academy Awards,2011,167 min,,9.1,,Shabana Azmi,Mandy May Cheetham,Riteish Deshmukh,Cuba Gooding Jr.,,585
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,150,Bride and Gloom,2011,15 min,"Short, Drama",,"A young Indian Bride battles against her strictly traditional Mother in Law on her wedding day...and when things couldn't get much worse she finds herself in the room of a nervous, ...                 »",Ronak Singh,Bill Fellows,Nicky Hayer,Poppy Jhakra,Amer Raiz,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,151,Framed,2007,,"Comedy, Musical, Thriller",,"Six college students try to play a prank on the Dean. When he ends up dead and the trail leads to them, they need to explain what happened. With a bag full of cash and many strange situations, Framed presents a fun thriller.",Chetan Shah,Rohan Gupta,Karthik Kumar,Lekha Washington,Malavika P.C.,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,152,Untimely Love,2018,,Romance,,"A young Indian man falls in love with a devout African American Christian woman. When their worlds collide and religious differences clash, will their relationship survive?",Kaylania Chapman,David A. Jackson,Tai Nelson,Marjorie Tingle,Grae Marino,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,153,Priya,,,Drama,,"Priya is a young Indian girl who desires to fit in and be more ""normal"" like the other kids. Born with a cleft palate, she goes on a short journey of enlightenment, love, and self-discovery.",Kaylania Chapman,Avani Babwah,,,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,154,Bidt af Bollywood,2003,10 min,"Documentary, Short",,"Portrait of Danish film director 's fascination with Bollywood. Eight years ago almost by accident she found herself in a cinema in Delhi, and since then she's seen more than ...                 »",Helle Ryslinge,,,,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,155,Bollywood Workout,2002,76 min,,4.7,,Steve Kemsley,Honey Kalaria,,,,7
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,156,Captive,2013,30 min,Drama,,Captive is Boston's first ever short film dramatic/suspense series to feature a predominantly Indian cast.,Jeremy Austin,Mansoor Basha,Nagaraju Cemitathollu,Gauri Chandna,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,157,Goodness Ungracious Me!,2002,22 min,"Documentary, Short",,,Lisa Fairbank,Parv Bancil,Ellie Crompton,Bobby Friction,Shaheen Khan,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,158,Aaloo Tikki,2015,6 min,"Short, Comedy, Drama",,"On a quiet Sunday afternoon, Neha and Akash discuss their relationship, over an Aaloo Tikki (Potato Patty).",Ashish Varma,Guneet Marwah,Jasmine Sawant,Nitin Sawant,Sid Sawant,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,159,Mini Movies,2004,3 min,Short,,Bollywood meets amphetemines in the mind of this young gay man.,Vishwas Kulkarni,,,,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,160,Bollywood Women,2002,4 min,Documentary,,,Thomas Abraham,,,,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,161,Southall on Film,2018,32 min,"Documentary, Short",,,Afshin Robin Rohani,Blaise Singh,,,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,162,Bollywood Aerobics: At Home with Rahul Nath,2011,65 min,Sport,,"Come and sweat it out with creator and dance instructor Rahul Nath as he leads you through the hottest and latest moves from Bollywood cinema, with a high cardio workout. Bollywood Aerobics...                 »",Rahul Nath,Rahul Nath,,,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,163,Untitled Raj Kapoor Biopic,,,"Short, Biography, Drama",,A biographical film about the romance between screen legends Raj Kapoor and Nargis.,Ranjeet S. Marwa,Jeevan Singh Marwa,Diljohn Sidhu,Chandni Supawala,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,164,Personality,2007,85 min,Documentary,,"Rajesh, a talented and hard-working dancer, moves to Bombay from his rural village to dance in Bollywood films.",Vinay Chowdhry,Rajesh Rajput,Sanjay Sharma,,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,165,Azaab,2016,75 min,Crime,,A story of three friends who caught in a situation which leads them to kidnap a kid.,Ashu Bharti,Dinesh Jethani,Rahil Mansoori,Paramveer Singh,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,166,Din-E-Intzaar - Heute ist der Tag,2006,10 min,Short,,Geburtstagslied - Heute ist der Tag! - Kinderlieder zum mitsingen und Tanzen,Markus F. Adrian,Punya Darshan,Birju Rajak,Shweta Tiwari,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,167,Parichay Feat. Sean Kingston & Alam: Saare Mundeya Nu,2017,3 min,"Short, Music",,,Chris Strikes,Visual Szn,Parichay,Sean Kingston,Aneesa Badshaw,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,168,Chitrmala,1998,60 min,Musical,5.9,,Mandira Mehra,Nilima Mehra,,,,14
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,169,Shakespeare Goes Bollywood,,,"Comedy, Drama, Musical",,"A dubious Bollywood 'icon' - with entourage in tow - descends upon Stratford-upon-Avon to wangle the lead in Romeo & Juliet (Bollywood style); defying the British literati, his saboteurs and conniving twin - for Shakespeare's honor.",,,,,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,170,Hustle,2004–2012),60 min,"Crime, Drama, Mystery",8.1,"Albert identifies their next mark, Kulvinder Samar, a businessman with a love of Bollywood movies. Their play is quite simple: convince him to invest in their Bollywood movie and even offer...                 »",Colm McCarthy,Adrian Lester,Marc Warren,Robert Glenister,Jaime Murray,138
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,171,Mahabharat,2013–2014),,"Drama, History, War",8.8,"Vichitravirya is captured by the King of Panchal, for his misdeeds. Bhishma saves Vichitravirya from the King of Panchal.",Amarpreet G.S. Chhabra,Siddharth Anand Kumar,Kamal Monga,Loknath Pandey,Saurabh Raj Jain,15
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,172,Mr. D,2012,,Comedy,7.1,"Gerry's father Francis visits Xavier, and Gerry decides to take a page from his father's book when dealing with an insubordinate student.",Keith Samples,Gerry Dee,Jonathan Torrens,Lauren Hammersley,Booth Savage,17
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,173,Emmerdale,1972,,"Drama, Romance",,Tricia tells Diane that she wants to return to her job behind the bar at the Woolpack. Bob persuades Viv to apologize to Chastity. Marlon thought Tricia would be loaded with money after ...                 »,Tracey Rooney,Philip Wood,John Middleton,Emily Symons,Charlotte Bellamy,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,174,Carte Blanche,1988,,News,,,Craig Allen,Minki Allen,Anthony Batchelor,Ronald Bobroff,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,175,So You Think You Can Dance Canada,2008,120 min,"Music, Reality-TV",,,Don Weiner,Mike Bickerton,Blake McGrath,Luther Brown,Leah Miller,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,176,Alarm für Cobra 11 - Die Autobahnpolizei,1996,,"Action, Crime, Drama",8,,Darius Simaifar,Erdogan Atalay,Daniel Roesner,Katja Woywood,Katrin Heß,10
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,177,Unreported World,2000,23 min,Documentary,,"investigates how the #MeToo campaign has taken off in India's film industry, meeting leading actresses speaking out against assault, sexual harassment and rape.",Alicia Arce,Krishnan Guru-Murthy,Sahar Zand,Flavia Agnes,Toaney Bhatia,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,178,Sami Yaffa - Sound Tracker,2014,50 min,"Documentary, Music",,,Otso Tiainen,Sami Yaffa,Longiness Fernandes,Shamir Tandon,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,179,Aku ja 7 ihmettä,2014,60 min,Documentary,,,Tuomas Summanen,Aku Hirviniemi,,,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,180,Omnibus,1967–2003),60 min,"Documentary, Biography, Music",9.2,,Nasreen Munni Kabir,Sanjeev Bhaskar,Andrew Lloyd Webber,Simon Fanshawe,A.R. Rahman,8
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,181,The Kick Vee Show,2018,,Talk-Show,,,Vee Monro,Sarah,,,,
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,182,An Idiot Abroad,2010–2012),45 min,"Documentary, Adventure, Comedy",7.5,"Karl and Warwick arrive in Mumbai, India, the country which Karl hated on his last visit. Warwick, who is immediately taken by the sights and sounds, hopes Karl will appreciate it this ...                 »",Luke Campbell,Benjamin Green,Richard Yee,Karl Pilkington,Warwick Davis,168
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,183,The O.C.,2003–2007),44 min,"Comedy, Drama, Romance",7.7,"Ryan can't sleep, and a smitten Taylor tries to seduce him by becoming his sleep therapist. Meanwhile, Seth vows not to call Summer, and Kaitlin struggles when Julie has a fling with her tennis instructor.",Ian Toynton,Peter Gallagher,Kelly Rowan,Ben McKenzie,Adam Brody,286
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,184,American Housewife,2016,21 min,Comedy,8,"When things start to fall apart at the last minute, Katie figures out a new way to make the spring gala a success. Meanwhile, Greg attempts to be a fun dad and winds up adopting a dog while Katie is occupied with the gala.",John Putch,Katy Mixon,Diedrich Bader,Meg Donnelly,Daniel DiMaggio,44
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,185,So You Think You Can Dance,2005,120 min,"Game-Show, Music, Reality-TV",6.8,"The Top 10 dancers on ""So You Think You Can Dance"" took to the stage on Wednesday as judges Adam Shankman, Mia Michaels and Nigel Lythgoe took their seats.After last week's results show, ...                 »",Nikki Parsons,Cat Deeley,Nigel Lythgoe,Mia Michaels,Adam Shankman,11
,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,186,So You Think You Can Dance Canada,2008,,"Music, Reality-TV",5.8,,Don Weiner,Tina Apostolopoulos,Mike Bickerton,Karl DiPelino,Leah Miller,5
